dise_name	orpha_id
Postaxial polydactyly type A, bilateral	ORPHA:295165
Nail-patella syndrome	ORPHA:2614
Isovaleric acidemia	ORPHA:33
17p11.2 microduplication syndrome	ORPHA:1713
PMP22-RAI1 contiguous gene duplication syndrome	ORPHA:477817
Microduplication Xp11.22-p11.23 syndrome	ORPHA:217377
Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome	ORPHA:397933
Autosomal dominant non-syndromic intellectual disability	ORPHA:178469
Intellectual disability-epilepsy-extrapyramidal syndrome	ORPHA:468620
Hereditary persistence of alpha-fetoprotein	ORPHA:168615
Congenital deficiency in alpha-fetoprotein	ORPHA:168612
Cleidocranial dysplasia	ORPHA:1452
Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	ORPHA:2504
Autosomal thrombocytopenia with normal platelets	ORPHA:168629
Cohen syndrome	ORPHA:193
Hereditary North American Indian childhood cirrhosis	ORPHA:168583
Hereditary cryohydrocytosis with reduced stomatin	ORPHA:168577
Encephalopathy due to GLUT1 deficiency	ORPHA:71277
Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity	ORPHA:53583
Paroxysmal exertion-induced dyskinesia	ORPHA:98811
Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	ORPHA:1369
Total early-onset cataract	ORPHA:98994
Sudden infant death-dysgenesis of the testes syndrome	ORPHA:168593
Hyperandrogenism due to cortisone reductase deficiency	ORPHA:168588
Congenital enteropathy due to enteropeptidase deficiency	ORPHA:168601
Brain demyelination due to methionine adenosyltransferase deficiency	ORPHA:168598
Mitochondrial myopathy with reversible cytochrome C oxidase deficiency	ORPHA:254864
Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	ORPHA:217371
Seborrhea-like dermatitis with psoriasiform elements	ORPHA:168606
Arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	ORPHA:1154
Gordon syndrome	ORPHA:376
Marden-Walker syndrome	ORPHA:2461
46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	ORPHA:168558
Beta-thalassemia-X-linked thrombocytopenia syndrome	ORPHA:231393
X-linked dyserythropoetic anemia with abnormal platelets and neutropenia	ORPHA:363727
Transient myeloproliferative syndrome	ORPHA:420611
Thrombocytopenia with congenital dyserythropoietic anemia	ORPHA:67044
Congenital erythropoietic porphyria	ORPHA:79277
Acute basophilic leukemia	ORPHA:86849
Acute megakaryoblastic leukemia in Down syndrome	ORPHA:99887
46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	ORPHA:168563
Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	ORPHA:168566
H syndrome	ORPHA:168569
Dysosteosclerosis	ORPHA:1782
Caffey disease	ORPHA:1310
Osteogenesis imperfecta type 1	ORPHA:216796
Osteogenesis imperfecta type 2	ORPHA:216804
Ehlers-Danlos/osteogenesis imperfecta syndrome	ORPHA:230857
Ehlers-Danlos syndrome, vascular-like type	ORPHA:230845
High bone mass osteogenesis imperfecta	ORPHA:314029
Ehlers-Danlos syndrome type 2	ORPHA:90318
Ehlers-Danlos syndrome type 1	ORPHA:90309
Ehlers-Danlos syndrome type 7A	ORPHA:99875
Native American myopathy	ORPHA:168572
Bloom syndrome	ORPHA:125
Spinocerebellar ataxia type 29	ORPHA:208513
Spinocerebellar ataxia type 15/16	ORPHA:98769
Spondyloepimetaphyseal dysplasia, Bieganski type	ORPHA:168448
X-linked hereditary sensory and autonomic neuropathy with deafness	ORPHA:139583
Severe X-linked mitochondrial encephalomyopathy	ORPHA:238329
X-linked Charcot-Marie-Tooth disease type 4	ORPHA:101078
Spondyloepimetaphyseal dysplasia, Geneviève type	ORPHA:168454
Freeman-Sheldon syndrome	ORPHA:2053
Spondylocarpotarsal synostosis	ORPHA:3275
Autosomal dominant multiple pterygium syndrome	ORPHA:65743
Lethal congenital contracture syndrome type 3	ORPHA:137783
Hypotonia-speech impairment-severe cognitive delay syndrome	ORPHA:371364
Postaxial acrofacial dysostosis	ORPHA:246
Hoyeraal-Hreidarsson syndrome	ORPHA:3322
Idiopathic pulmonary fibrosis	ORPHA:2032
Revesz syndrome	ORPHA:3088
Coats plus syndrome	ORPHA:313838
Familial dysautonomia	ORPHA:1764
LIG4 syndrome	ORPHA:99812
Autosomal recessive non-syndromic intellectual disability	ORPHA:88616
Dyggve-Melchior-Clausen disease	ORPHA:239
Smith-McCort dysplasia	ORPHA:178355
Homocystinuria due to methylene tetrahydrofolate reductase deficiency	ORPHA:395
Upper thoracic spina bifida cystica	ORPHA:268770
Cervicothoracic spina bifida cystica	ORPHA:268766
Cervical spina bifida cystica	ORPHA:268762
Lumbosacral spina bifida cystica	ORPHA:268758
Thoracolumbosacral spina bifida cystica	ORPHA:268752
Total spina bifida cystica	ORPHA:268748
Upper thoracic spina bifida aperta	ORPHA:268740
Thoracolumbosacral spina bifida aperta	ORPHA:268384
Lumbosacral spina bifida aperta	ORPHA:268388
Cervical spina bifida aperta	ORPHA:268392
Cervicothoracic spina bifida aperta	ORPHA:268397
Total spina bifida aperta	ORPHA:268377
Isolated anencephaly/exencephaly	ORPHA:1048
Methotrexate toxicity or dose selection	ORPHA:413690
Argininosuccinic aciduria	ORPHA:23
Adenosine monophosphate deaminase deficiency	ORPHA:45
Corpus callosum agenesis-neuronopathy syndrome	ORPHA:1496
Neonatal severe primary hyperparathyroidism	ORPHA:417
Bartter syndrome with hypocalcemia	ORPHA:263417
Autosomal dominant hypocalcemia	ORPHA:428
Familial hypocalciuric hypercalcemia type 1	ORPHA:93372
Hypoplastic left heart syndrome	ORPHA:2248
Craniometaphyseal dysplasia	ORPHA:1522
Oculodentodigital dysplasia	ORPHA:2710
Syndactyly type 3	ORPHA:93404
Familial bicuspid aortic valve	ORPHA:402075
Familial isolated congenital asplenia	ORPHA:101351
Congenital diaphragmatic hernia	ORPHA:2140
Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	ORPHA:2255
Partial atrioventricular canal	ORPHA:1330
Complete atrioventricular canal-ventricle hypoplasia syndrome	ORPHA:99067
Hartnup disease	ORPHA:2116
Iminoglycinuria	ORPHA:42062
Hawkinsinuria	ORPHA:2118
Tyrosinemia type 3	ORPHA:69723
Galactosialidosis	ORPHA:351
Desmin-related myopathy with Mallory body-like inclusions	ORPHA:84132
Congenital muscular dystrophy with integrin alpha-7 deficiency	ORPHA:34520
Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	ORPHA:1933
Hyaline body myopathy	ORPHA:53698
Isolated ectopia lentis	ORPHA:1885
Acromicric dysplasia	ORPHA:969
Shprintzen-Goldberg syndrome	ORPHA:2462
Weill-Marchesani syndrome	ORPHA:3449
Marfan syndrome type 1	ORPHA:284963
Neonatal Marfan syndrome	ORPHA:284979
Progeroid and marfanoid aspect-lipodystrophy syndrome	ORPHA:300382
Ondine syndrome	ORPHA:661
Haddad syndrome	ORPHA:99803
Non-hereditary retinoblastoma	ORPHA:357034
Hereditary retinoblastoma	ORPHA:357027
Feingold syndrome type 1	ORPHA:391641
ALK-positive large B-cell lymphoma	ORPHA:364043
ALK-positive anaplastic large cell lymphoma	ORPHA:300895
Spastic paraplegia-severe developmental delay-epilepsy syndrome	ORPHA:464282
Costello syndrome	ORPHA:3071
Phakomatosis pigmentokeratotica	ORPHA:2874
Woolly hair nevus	ORPHA:79414
Metatropic dysplasia	ORPHA:2635
Autosomal dominant congenital benign spinal muscular atrophy	ORPHA:1216
Spondyloepiphyseal dysplasia, Maroteaux type	ORPHA:263482
Scapuloperoneal spinal muscular atrophy	ORPHA:431255
Autosomal dominant brachyolmia	ORPHA:93304
Spondylometaphyseal dysplasia, Kozlowski type	ORPHA:93314
Familial digital arthropathy-brachydactyly	ORPHA:85169
Autosomal dominant Charcot-Marie-Tooth disease type 2C	ORPHA:99937
Proximal myotonic myopathy	ORPHA:606
Pendred syndrome	ORPHA:705
EAST syndrome	ORPHA:199343
Osteopetrosis with renal tubular acidosis	ORPHA:2785
Horizontal gaze palsy with progressive scoliosis	ORPHA:2744
Opsismodysplasia	ORPHA:2746
Schneckenbecken dysplasia	ORPHA:3144
Peroxisomal acyl-CoA oxidase deficiency	ORPHA:2971
Prune belly syndrome	ORPHA:2970
Familial spontaneous pneumothorax	ORPHA:2903
Hereditary clear cell renal cell carcinoma	ORPHA:422526
Birt-Hogg-Dubé syndrome	ORPHA:122
Neuralgic amyotrophy	ORPHA:2901
Isolated Pierre Robin syndrome	ORPHA:718
46,XX ovotesticular disorder of sex development	ORPHA:2138
Pycnodysostosis	ORPHA:763
Congenital short bowel syndrome	ORPHA:2301
Frontometaphyseal dysplasia	ORPHA:1826
Melnick-Needles syndrome	ORPHA:2484
Congenital valvular dysplasia	ORPHA:1864
Ehlers-Danlos syndrome, cardiac valvular type	ORPHA:230851
Terminal osseous dysplasia-pigmentary defects syndrome	ORPHA:88630
Otopalatodigital syndrome type 2	ORPHA:90652
Otopalatodigital syndrome type 1	ORPHA:90650
Ehlers-Danlos syndrome with periventricular heterotopia	ORPHA:82004
Periventricular nodular heterotopia	ORPHA:98892
Neuronal intestinal pseudoobstruction	ORPHA:99811
Hereditary fructose intolerance	ORPHA:469
Isolated delta-storage pool disease	ORPHA:248340
Paris-Trousseau thrombocytopenia	ORPHA:851
Isolated congenital breast hypoplasia/aplasia	ORPHA:180188
Multiple intestinal atresia	ORPHA:2300
Langer-Giedion syndrome	ORPHA:502
Multiple osteochondromas	ORPHA:321
Laurence-Moon syndrome	ORPHA:2377
Ataxia-hypogonadism-choroidal dystrophy syndrome	ORPHA:1180
Cerebellar ataxia-hypogonadism syndrome	ORPHA:1173
Autosomal recessive spastic paraplegia type 39	ORPHA:139480
Trichomegaly-retina pigmentary degeneration-dwarfism syndrome	ORPHA:3363
Marshall syndrome	ORPHA:560
Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome	ORPHA:440354
Stickler syndrome type 2	ORPHA:90654
Muir-Torre syndrome	ORPHA:587
Constitutional mismatch repair deficiency syndrome	ORPHA:252202
Moebius syndrome	ORPHA:570
Truncus arteriosus	ORPHA:3384
Obesity due to leptin receptor gene deficiency	ORPHA:179494
Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
ABetaA21G amyloidosis	ORPHA:324718
ABeta amyloidosis, Italian type	ORPHA:324713
ABeta amyloidosis, Arctic type	ORPHA:324723
ABeta amyloidosis, Iowa type	ORPHA:324708
ABetaL34V amyloidosis	ORPHA:324703
ABeta amyloidosis, Dutch type	ORPHA:100006
X-linked recessive ocular albinism	ORPHA:54
Acromegaloid facial appearance syndrome	ORPHA:965
Hypertrichosis-acromegaloid facial appearance syndrome	ORPHA:966
Hypertrichotic osteochondrodysplasia, Cantu type	ORPHA:1517
Barth syndrome	ORPHA:111
Fatal infantile hypertonic myofibrillar myopathy	ORPHA:280553
Early-onset lamellar cataract	ORPHA:441452
Early-onset nuclear cataract	ORPHA:98991
Early-onset posterior polar cataract	ORPHA:98993
Neurogenic scapuloperoneal syndrome, Kaeser type	ORPHA:85146
Desminopathy	ORPHA:98909
Congenital muscular dystrophy without intellectual disability	ORPHA:370980
Muscle-eye-brain disease	ORPHA:588
Walker-Warburg syndrome	ORPHA:899
Late-onset distal myopathy, Markesbery-Griggs type	ORPHA:98912
DK1-CDG	ORPHA:91131
Muscular dystrophy, Selcen type	ORPHA:199340
Fanconi anemia	ORPHA:84
Familial congenital mirror movements	ORPHA:238722
Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations	ORPHA:319462
Xeroderma pigmentosum	ORPHA:910
Cockayne syndrome type 1	ORPHA:90321
VACTERL with hydrocephalus	ORPHA:3412
Schizencephaly	ORPHA:799
Solitary median maxillary central incisor syndrome	ORPHA:2286
Triphalangeal thumb-polysyndactyly syndrome	ORPHA:2950
Hypoplastic tibiae-postaxial polydactyly syndrome	ORPHA:3332
Radial hemimelia, bilateral	ORPHA:295071
Radial hemimelia, unilateral	ORPHA:295069
Polydactyly of a triphalangeal thumb, unilateral	ORPHA:295148
Polydactyly of a triphalangeal thumb, bilateral	ORPHA:295150
Autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome	ORPHA:476119
Syndactyly type 4	ORPHA:93405
Colobomatous microphthalmia	ORPHA:98938
Sotos syndrome	ORPHA:821
Weaver syndrome	ORPHA:3447
5q35 microduplication syndrome	ORPHA:228415
Beckwith-Wiedemann syndrome due to NSD1 mutation	ORPHA:238613
Stormorken-Sjaastad-Langslet syndrome	ORPHA:3204
Tubular aggregate myopathy	ORPHA:2593
Combined immunodeficiency due to ORAI1 deficiency	ORPHA:317428
Combined immunodeficiency due to STIM1 deficiency	ORPHA:317430
Sturge-Weber syndrome	ORPHA:3205
Familial multiple nevi flammei	ORPHA:624
Uveal melanoma	ORPHA:39044
Phakomatosis cesioflammea	ORPHA:79483
Thrombocytopenia-absent radius syndrome	ORPHA:3320
VACTERL/VATER association	ORPHA:887
Synpolydactyly type 1	ORPHA:295195
Zygodactyly type 3	ORPHA:295191
Syndactyly type 5	ORPHA:93406
Brachydactyly-syndactyly, Zhao type	ORPHA:93409
Brachydactyly type E	ORPHA:93387
Cerebrotendinous xanthomatosis	ORPHA:909
Pitt-Hopkins syndrome	ORPHA:2896
Fuchs endothelial corneal dystrophy	ORPHA:98974
Combined immunodeficiency due to DOCK8 deficiency	ORPHA:217390
Hereditary sensory and autonomic neuropathy type 2	ORPHA:970
PEHO syndrome	ORPHA:2836
Autosomal spastic paraplegia type 30	ORPHA:101010
Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures	ORPHA:209341
Autosomal dominant Charcot-Marie-Tooth disease type 2O	ORPHA:284232
Reducing body myopathy	ORPHA:97239
Congenital myopathy, Paradas type	ORPHA:199329
Osteopetrosis-hypogammaglobulinemia syndrome	ORPHA:178389
Familial expansile osteolysis	ORPHA:85195
Syndromic microphthalmia type 5	ORPHA:178364
Agnathia-holoprosencephaly-situs inversus syndrome	ORPHA:990
Isolated anophthalmia-microphthalmia syndrome	ORPHA:2542
Glycogen storage disease due to muscle phosphorylase kinase deficiency	ORPHA:715
Fructose-1,6-bisphosphatase deficiency	ORPHA:348
Osteosclerosis-developmental delay-craniosynostosis syndrome	ORPHA:178377
Osteoporosis-pseudoglioma syndrome	ORPHA:2788
Autosomal dominant osteosclerosis, Worth type	ORPHA:2790
Autosomal dominant osteopetrosis type 1	ORPHA:2783
Isolated polycystic liver disease	ORPHA:2924
Hyperostosis corticalis generalisata	ORPHA:3416
Idiopathic juvenile osteoporosis	ORPHA:85193
Aromatase deficiency	ORPHA:91
UV-sensitive syndrome	ORPHA:178338
Cockayne syndrome type 2	ORPHA:90322
Cockayne syndrome type 3	ORPHA:90324
Acute necrotizing encephalopathy of childhood	ORPHA:263524
Familial acute necrotizing encephalopathy	ORPHA:88619
Autoimmune lymphoproliferative syndrome	ORPHA:3261
Vogt-Koyanagi-Harada disease	ORPHA:3437
Takayasu arteritis	ORPHA:3287
Flucloxacilline toxicity	ORPHA:240871
Abacavir toxicity	ORPHA:240841
Allopurinol toxicity	ORPHA:240845
Phenytoin or carbamazepine toxicity	ORPHA:414750
Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	ORPHA:238569
Intermittent hydrarthrosis	ORPHA:329967
Hirschsprung disease	ORPHA:388
Multiple endocrine neoplasia type 2B	ORPHA:247709
Multiple endocrine neoplasia type 2A	ORPHA:247698
Renal agenesis, bilateral	ORPHA:1848
Renal agenesis, unilateral	ORPHA:93100
Åland Islands eye disease	ORPHA:178333
Congenital stationary night blindness	ORPHA:215
Purine nucleoside phosphorylase deficiency	ORPHA:760
Primary ciliary dyskinesia	ORPHA:244
Primary ciliary dyskinesia-retinitis pigmentosa syndrome	ORPHA:247522
Orofaciodigital syndrome type 1	ORPHA:2750
Simpson-Golabi-Behmel syndrome type 2	ORPHA:79022
Isolated focal cortical dysplasia type IIb	ORPHA:269008
Lymphangioleiomyomatosis	ORPHA:538
Isolated focal cortical dysplasia type IIa	ORPHA:269001
Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	ORPHA:88924
Congenital muscular dystrophy with cerebellar involvement	ORPHA:370959
Bothnia retinal dystrophy	ORPHA:85128
Severe early-childhood-onset retinal dystrophy	ORPHA:364055
Oguchi disease	ORPHA:75382
Autosomal recessive bestrophinopathy	ORPHA:139455
MRCS syndrome	ORPHA:263347
Autosomal dominant vitreoretinochoroidopathy	ORPHA:3086
Best vitelliform macular dystrophy	ORPHA:1243
Usher syndrome type 2	ORPHA:231178
Usher syndrome type 3	ORPHA:231183
Pigmented paravenous retinochoroidal atrophy	ORPHA:251295
Sanfilippo syndrome type C	ORPHA:79271
Goldmann-Favre syndrome	ORPHA:53540
Familial colorectal cancer Type X	ORPHA:440437
Cold-induced sweating syndrome	ORPHA:157820
Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	ORPHA:1171
Rapid-onset dystonia-parkinsonism	ORPHA:71517
Episodic ataxia type 6	ORPHA:209967
Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	ORPHA:713
Glycogen storage disease due to aldolase A deficiency	ORPHA:57
Sialuria	ORPHA:3166
Classic mycosis fungoides	ORPHA:2584
Sézary syndrome	ORPHA:3162
Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	ORPHA:436159
Beta-ketothiolase deficiency	ORPHA:134
Diffuse panbronchiolitis	ORPHA:171700
Microcephaly-polymicrogyria-corpus callosum agenesis syndrome	ORPHA:171703
Male infertility due to globozoospermia	ORPHA:171709
Amish infantile epilepsy syndrome	ORPHA:171714
Salt-and-pepper syndrome	ORPHA:370938
White sponge nevus	ORPHA:171723
Lissencephaly due to TUBA1A mutation	ORPHA:171680
Tubulinopathy-associated dysgyria	ORPHA:467166
Autosomal dominant spastic paraplegia type 42	ORPHA:171863
Congenital cataract-hearing loss-severe developmental delay syndrome	ORPHA:300313
Renal pseudohypoaldosteronism type 1	ORPHA:171871
Pseudohyperaldosteronism type 2	ORPHA:88660
Spondyloepimetaphyseal dysplasia, aggrecan type	ORPHA:171866
Familial osteochondritis dissecans	ORPHA:251262
Short stature-advanced bone age-early-onset osteoarthritis syndrome	ORPHA:435804
Spondyloepiphyseal dysplasia, Kimberley type	ORPHA:93283
Autosomal recessive primary microcephaly	ORPHA:2512
Generalized pseudohypoaldosteronism type 1	ORPHA:171876
Liddle syndrome	ORPHA:526
Limited systemic sclerosis	ORPHA:220407
Diffuse cutaneous systemic sclerosis	ORPHA:220393
Systemic-onset juvenile idiopathic arthritis	ORPHA:85414
Amelogenesis imperfecta-gingival hyperplasia syndrome	ORPHA:171836
Amelogenesis imperfecta-nephrocalcinosis syndrome	ORPHA:1031
Obesity due to SIM1 deficiency	ORPHA:369873
MEDNIK syndrome	ORPHA:171851
Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome	ORPHA:171848
Complete atrioventricular canal-tetralogy of Fallot syndrome	ORPHA:99068
Complete atrioventricular canal-left heart obstruction syndrome	ORPHA:99066
Alagille syndrome due to 20p12 microdeletion	ORPHA:261600
Alagille syndrome due to a JAG1 point mutation	ORPHA:261619
Congenitally uncorrected transposition of the great arteries	ORPHA:860
Ivemark syndrome	ORPHA:97548
Situs inversus totalis	ORPHA:101063
HELLP syndrome	ORPHA:244242
De novo thrombotic microangiopathy after kidney transplantation	ORPHA:244275
Familial drusen	ORPHA:75376
Atypical hemolytic-uremic syndrome with I factor anomaly	ORPHA:93580
Immunoglobulin-mediated membranoproliferative glomerulonephritis	ORPHA:329903
Dense deposit disease	ORPHA:93571
Atypical hemolytic-uremic syndrome with H factor anomaly	ORPHA:93579
Autosomal dominant severe congenital neutropenia	ORPHA:486
Cyclic neutropenia	ORPHA:2686
Autosomal recessive spastic ataxia of Charlevoix-Saguenay	ORPHA:98
Pancreatic insufficiency-anemia-hyperostosis syndrome	ORPHA:199337
Thiamine-responsive encephalopathy	ORPHA:199348
Infantile spams-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome	ORPHA:263410
Biotin-responsive basal ganglia disease	ORPHA:65284
Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	ORPHA:319558
Isolated autosomal dominant hypomagnesemia, Glaudemans type	ORPHA:199326
Hereditary continuous muscle fiber activity	ORPHA:972
Episodic ataxia type 1	ORPHA:37612
Endocrine-cerebro-osteodysplasia syndrome	ORPHA:199332
Congenital mesoblastic nephroma	ORPHA:2665
Hereditary thrombocytopenia with normal platelets-hematological cancer predisposition syndrome	ORPHA:71290
Wolfram syndrome	ORPHA:3463
Wolfram-like syndrome	ORPHA:411590
CARASIL	ORPHA:199354
Malignant peripheral nerve sheath tumor	ORPHA:3148
HTRA1-related autosomal dominant cerebral small vessel disease	ORPHA:482077
Gerstmann-Straussler-Scheinker syndrome	ORPHA:356
Fatal familial insomnia	ORPHA:466
Familial Alzheimer-like prion disease	ORPHA:280397
Inherited Creutzfeldt-Jakob disease	ORPHA:282166
Kuru	ORPHA:454745
PrP systemic amyloidosis	ORPHA:397606
Adult-onset dystonia-parkinsonism	ORPHA:199351
Infantile neuroaxonal dystrophy	ORPHA:35069
Hereditary hypercarotenemia and vitamin A deficiency	ORPHA:199285
Autosomal dominant dopa-responsive dystonia	ORPHA:98808
Pseudo-von Willebrand disease	ORPHA:52530
Isolated cleft lip	ORPHA:199302
Cleft lip/palate	ORPHA:199306
Cleft lip and alveolus	ORPHA:141291
Zlotogora-Ogur syndrome	ORPHA:3253
Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	ORPHA:1071
ADULT syndrome	ORPHA:978
EEC syndrome	ORPHA:1896
Split hand-split foot malformation	ORPHA:2440
Limb-mammary syndrome	ORPHA:69085
Bladder exstrophy	ORPHA:93930
Van der Woude syndrome	ORPHA:888
Autosomal dominant popliteal pterygium syndrome	ORPHA:1300
Hypodontia-dysplasia of nails syndrome	ORPHA:2228
Congenital atransferrinemia	ORPHA:1195
Microphthalmia with brain and digit anomalies	ORPHA:139471
Acatalasemia	ORPHA:926
5-fluorouracil toxicity	ORPHA:240839
Sarcosinemia	ORPHA:3129
Pulmonary capillary hemangiomatosis	ORPHA:199241
Pulmonary venoocclusive disease	ORPHA:31837
Familial isolated hypoparathyroidism due to impaired PTH secretion	ORPHA:189466
Fatal infantile lactic acidosis with methylmalonic aciduria	ORPHA:17
Primary pigmented nodular adrenocortical disease	ORPHA:189439
Acrodysostosis	ORPHA:950
Carney complex	ORPHA:1359
Acrodysostosis with multiple hormone resistance	ORPHA:280651
Familial atrial myxoma	ORPHA:615
Autosomal dominant striatal neurodegeneration	ORPHA:228169
Pyridoxine-dependent epilepsy	ORPHA:3006
Amelocerebrohypohidrotic syndrome	ORPHA:1946
Statin toxicity	ORPHA:413696
Malignant migrating partial seizures of infancy	ORPHA:293181
Myoclonic-astastic epilepsy	ORPHA:1942
Benign familial neonatal-infantile seizures	ORPHA:140927
Early myoclonic encephalopathy	ORPHA:1935
Corpus callosum agenesis-abnormal genitalia syndrome	ORPHA:2508
X-linked spasticity-intellectual disability-epilepsy syndrome	ORPHA:3175
X-linked lissencephaly with abnormal genitalia	ORPHA:452
Infantile epileptic-dyskinetic encephalopathy	ORPHA:364063
Partington syndrome	ORPHA:94083
Ataxia-oculomotor apraxia type 4	ORPHA:459033
Complete atrioventricular canal	ORPHA:1329
Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	ORPHA:319552
Arnold-Chiari malformation type II	ORPHA:1136
Caudal regression sequence	ORPHA:3027
Multiple symmetric lipomatosis	ORPHA:2398
Hereditary motor and sensory neuropathy type 5	ORPHA:64751
Severe early-onset axonal neuropathy due to MFN2 deficiency	ORPHA:90118
Hereditary motor and sensory neuropathy type 6	ORPHA:90120
Autosomal dominant Charcot-Marie-Tooth disease type 2A2	ORPHA:99947
Budd-Chiari syndrome	ORPHA:131
Cerebral sinovenous thrombosis	ORPHA:329217
Familial thrombocytosis	ORPHA:71493
Simpson-Golabi-Behmel syndrome	ORPHA:373
Perlman syndrome	ORPHA:2849
Myeloperoxidase deficiency	ORPHA:2587
Tuberculosis	ORPHA:3389
Pityriasis rubra pilaris	ORPHA:2897
Neutrophil immunodeficiency syndrome	ORPHA:183707
Transient familial neonatal hyperbilirubinemia	ORPHA:2312
Irinotecan toxicity	ORPHA:240885
Raltegravir toxicity	ORPHA:240905
Crigler-Najjar syndrome type 1	ORPHA:79234
Crigler-Najjar syndrome type 2	ORPHA:79235
Autosomal dominant hyper-IgE syndrome	ORPHA:2314
STAT3-related early-onset multisystem autoimmune disease	ORPHA:438159
Hermansky-Pudlak syndrome with neutropenia	ORPHA:183678
Hydranencephaly	ORPHA:2177
Microlissencephaly	ORPHA:1083
NDE1-related microhydranencephaly	ORPHA:443162
Pyogenic bacterial infections due to MyD88 deficiency	ORPHA:183713
Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome	ORPHA:313846
Jawad syndrome	ORPHA:313795
Autosomal recessive chorioretinopathy-microcephaly syndrome	ORPHA:2518
Tropical pancreatitis	ORPHA:103918
Giant axonal neuropathy	ORPHA:643
Netherton syndrome	ORPHA:634
Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	ORPHA:352654
Amyotrophic lateral sclerosis-parkinsonism-dementia complex	ORPHA:90020
Hereditary sensory and autonomic neuropathy type 4	ORPHA:642
Hereditary sensory and autonomic neuropathy type 5	ORPHA:64752
Nance-Horan syndrome	ORPHA:627
17q11.2 microduplication syndrome	ORPHA:139474
Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion	ORPHA:363700
17q11 microdeletion syndrome	ORPHA:97685
Choroideremia	ORPHA:180
Familial hyperaldosteronism type I	ORPHA:403
Familial hyperreninemic hypoaldosteronism type 1	ORPHA:99763
Berardinelli-Seip congenital lipodystrophy	ORPHA:528
PPARG-related familial partial lipodystrophy	ORPHA:79083
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation	ORPHA:435819
Autosomal recessive spastic paraplegia type 57	ORPHA:431329
Hereditary motor and sensory neuropathy, Okinawa type	ORPHA:90117
Benign familial chorea	ORPHA:1429
Combined oxidative phosphorylation defect type 17	ORPHA:369913
Nijmegen breakage syndrome	ORPHA:647
Autosomal dominant primary hypomagnesemia with hypocalciuria	ORPHA:34528
Renal cysts and diabetes syndrome	ORPHA:93111
Unilateral multicystic dysplastic kidney	ORPHA:97363
Bilateral multicystic dysplastic kidney	ORPHA:97364
Smith-Fineman-Myers syndrome	ORPHA:93974
Chudley-Lowry-Hoar syndrome	ORPHA:93971
Holmes-Gang syndrome	ORPHA:93970
Carpenter-Waziri syndrome	ORPHA:93973
Juberg-Marsidi syndrome	ORPHA:93972
Gastric neuroendocrine tumor	ORPHA:100075
ICF syndrome	ORPHA:2268
MORM syndrome	ORPHA:75858
Monomelic amyotrophy	ORPHA:65684
Holt-Oram syndrome	ORPHA:392
Familial abdominal aortic aneurysm	ORPHA:86
Acrogeria	ORPHA:2500
Ehlers-Danlos syndrome, vascular type	ORPHA:286
Ovarian hyperstimulation syndrome	ORPHA:64739
CADASIL	ORPHA:136
Lateral meningocele syndrome	ORPHA:2789
Distal hereditary motor neuropathy type 5	ORPHA:139536
Severe neurodegenerative syndrome with lipodystrophy	ORPHA:363400
Autosomal dominant spastic paraplegia type 17	ORPHA:100998
Severe combined immunodeficiency due to DCLRE1C deficiency	ORPHA:275
Cherubism	ORPHA:184
KCNQ2-related epileptic encephalopathy	ORPHA:439218
Uveal coloboma-cleft lip and palate-intellectual disability	ORPHA:1473
MYH9-related disease	ORPHA:182050
Nodular fasciitis	ORPHA:477742
Roberts syndrome	ORPHA:3103
Peters plus syndrome	ORPHA:709
