dise_id	dise_name	freq	hpo_id	hpo_name	mesh_id
397	Giant cell arteritis	Occasional (29-5%)	HP:0001701	Pericarditis	D010493
397	Giant cell arteritis	Very frequent (99-80%)	HP:0001824	Weight loss	D015431
397	Giant cell arteritis	Occasional (29-5%)	HP:0001872	Abnormality of thrombocytes	D013915
397	Giant cell arteritis	Very frequent (99-80%)	HP:0001945	Fever	D005334
397	Giant cell arteritis	Occasional (29-5%)	HP:0002027	Abdominal pain	D015746
397	Giant cell arteritis	Very frequent (99-80%)	HP:0002039	Anorexia	D000855
397	Giant cell arteritis	Occasional (29-5%)	HP:0002103	Abnormality of the pleura	
397	Giant cell arteritis	Very frequent (99-80%)	HP:0002315	Headache	D006261
397	Giant cell arteritis	Occasional (29-5%)	HP:0002321	Vertigo	D004244
397	Giant cell arteritis	Occasional (29-5%)	HP:0002321	Vertigo	D014717
397	Giant cell arteritis	Very frequent (99-80%)	HP:0002633	Vasculitis	D014657
397	Giant cell arteritis	Very frequent (99-80%)	HP:0002637	Cerebral ischemia	D002545
397	Giant cell arteritis	Occasional (29-5%)	HP:0002647	Aortic dissection	
397	Giant cell arteritis	Occasional (29-5%)	HP:0002829	Arthralgia	D018771
397	Giant cell arteritis	Occasional (29-5%)	HP:0003326	Myalgia	D063806
397	Giant cell arteritis	Occasional (29-5%)	HP:0003401	Paresthesia	D010292
397	Giant cell arteritis	Frequent (79-30%)	HP:0003565	Elevated erythrocyte sedimentation rate	
397	Giant cell arteritis	Occasional (29-5%)	HP:0004420	Arterial thrombosis	
397	Giant cell arteritis	Occasional (29-5%)	HP:0004953	Dilatation of abdominal aortic	D017544
397	Giant cell arteritis	Very frequent (99-80%)	HP:0005216	Chewing difficulties	
397	Giant cell arteritis	Occasional (29-5%)	HP:0005244	Gastrointestinal infarctions	
397	Giant cell arteritis	Occasional (29-5%)	HP:0009830	Peripheral neuropathy	D010523
397	Giant cell arteritis	Occasional (29-5%)	HP:0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	
397	Giant cell arteritis	Occasional (29-5%)	HP:0011675	Arrhythmia	C562490
397	Giant cell arteritis	Occasional (29-5%)	HP:0011675	Arrhythmia	D001145
397	Giant cell arteritis	Very frequent (99-80%)	HP:0012378	Fatigue	D005221
397	Giant cell arteritis	Occasional (29-5%)	HP:0012735	Cough	D003371
397	Giant cell arteritis	Occasional (29-5%)	HP:0100576	Amaurosis fugax	D020757
397	Giant cell arteritis	Occasional (29-5%)	HP:0100721	Mediastinal lymphadenopathy	
397	Giant cell arteritis	Occasional (29-5%)	HP:0100758	Gangrene	D005734
397	Giant cell arteritis	Occasional (29-5%)	HP:0100776	Recurrent pharyngitis	
397	Giant cell arteritis	Occasional (29-5%)	HP:0200042	Skin ulcer	D012883
399	Huntington disease	Frequent (79-30%)	HP:0000708	Behavioral abnormality	D000066553
399	Huntington disease	Frequent (79-30%)	HP:0000708	Behavioral abnormality	D001526
399	Huntington disease	Frequent (79-30%)	HP:0000726	Dementia	D003704
399	Huntington disease	Frequent (79-30%)	HP:0001257	Spasticity	D009128
399	Huntington disease	Frequent (79-30%)	HP:0001608	Abnormality of the voice	
399	Huntington disease	Frequent (79-30%)	HP:0002120	Cerebral cortical atrophy	
399	Huntington disease	Frequent (79-30%)	HP:0002353	EEG abnormality	
399	Huntington disease	Frequent (79-30%)	HP:0002376	Developmental regression	
399	Huntington disease	Frequent (79-30%)	HP:0100022	Abnormality of movement	D009069
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0000360	Tinnitus	D014012
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0000421	Epistaxis	D004844
403	Familial hyperaldosteronism type I	Obligate (100%)	HP:0000822	Hypertension	D006973
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0001324	Muscle weakness	D018908
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0001959	Polydipsia	D059606
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0002018	Nausea	D009325
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0002170	Intracranial hemorrhage	D020300
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0002315	Headache	D006261
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0002900	Hypokalemia	D007008
403	Familial hyperaldosteronism type I	Very frequent (99-80%)	HP:0008221	Adrenal hyperplasia	
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0011410	Caesarian section	
403	Familial hyperaldosteronism type I	Obligate (100%)	HP:0011739	Dexamethasone-suppresible primary hyperaldosteronism	
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0011746	Secretory adrenocortical adenoma	
403	Familial hyperaldosteronism type I	Very frequent (99-80%)	HP:0040084	Abnormal circulating renin	
403	Familial hyperaldosteronism type I	Occasional (29-5%)	HP:0100602	Preeclampsia	D011225
404	Familial hyperaldosteronism type II	Occasional (29-5%)	HP:0000360	Tinnitus	D014012
404	Familial hyperaldosteronism type II	Occasional (29-5%)	HP:0001324	Muscle weakness	D018908
404	Familial hyperaldosteronism type II	Occasional (29-5%)	HP:0002018	Nausea	D009325
404	Familial hyperaldosteronism type II	Occasional (29-5%)	HP:0002315	Headache	D006261
405	Familial hypocalciuric hypercalcemia	Occasional (29-5%)	HP:0002315	Headache	D006261
405	Familial hypocalciuric hypercalcemia	Occasional (29-5%)	HP:0012378	Fatigue	D005221
407	Glycine encephalopathy	Very frequent (99-80%)	HP:0001250	Seizures	D012640
407	Glycine encephalopathy	Frequent (79-30%)	HP:0001254	Lethargy	D053609
407	Glycine encephalopathy	Very frequent (99-80%)	HP:0100247	Recurrent singultus	D006606
408	Isolated glycerol kinase deficiency	Very frequent (99-80%)	HP:0001249	Intellectual disability	D008607
408	Isolated glycerol kinase deficiency	Frequent (79-30%)	HP:0001250	Seizures	D012640
408	Isolated glycerol kinase deficiency	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
408	Isolated glycerol kinase deficiency	Very frequent (99-80%)	HP:0002167	Neurological speech impairment	D013064
409	Hyperkeratosis lenticularis perstans	Frequent (79-30%)	HP:0000989	Pruritus	D011537
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0000799	Renal steatosis	
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0000819	Diabetes mellitus	D003920
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0000821	Hypothyroidism	D007037
412	Hyperlipoproteinemia type 3	Very frequent (99-80%)	HP:0000951	Abnormality of the skin	D012868
412	Hyperlipoproteinemia type 3	Very frequent (99-80%)	HP:0000951	Abnormality of the skin	D012871
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0001084	Corneal arcus	D001112
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0001114	Xanthelasma	D014973
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0001397	Hepatic steatosis	D005234
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0001513	Obesity	D009765
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0001681	Angina pectoris	D000787
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0001735	Acute pancreatitis	
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0001997	Gout	D006073
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0001997	Gout	D015210
412	Hyperlipoproteinemia type 3	Very frequent (99-80%)	HP:0002155	Hypertriglyceridemia	
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0002240	Hepatomegaly	D006529
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0002635	Atheromatosis	D050197
412	Hyperlipoproteinemia type 3	Very frequent (99-80%)	HP:0003124	Hypercholesterolemia	D006937
412	Hyperlipoproteinemia type 3	Very frequent (99-80%)	HP:0003141	Hyperbetalipoproteinemia	D006938
412	Hyperlipoproteinemia type 3	Very frequent (99-80%)	HP:0003233	Hypoalphalipoproteinemia	D052456
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0004943	Accelerated atherosclerosis	
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0004950	Peripheral arterial disease	D016491
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0004950	Peripheral arterial disease	D058729
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0005181	Premature coronary artery disease	
412	Hyperlipoproteinemia type 3	Frequent (79-30%)	HP:0010874	Tendon xanthomatosis	
412	Hyperlipoproteinemia type 3	Occasional (29-5%)	HP:0012397	Aortic atherosclerosis	
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0000774	Narrow chest	
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0000820	Abnormality of the thyroid gland	D013959
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0000944	Abnormality of the metaphysis	
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0001744	Splenomegaly	D013163
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0002240	Hepatomegaly	D006529
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0002757	Recurrent fractures	D000069076
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0003355	Aminoaciduria	
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0004322	Short stature	
417	Neonatal severe primary hyperparathyroidism	Very frequent (99-80%)	HP:0100530	Abnormality of calcium-phosphate metabolism	
419	Hyperprolinemia type 1	Frequent (79-30%)	HP:0000093	Proteinuria	D011507
419	Hyperprolinemia type 1	Frequent (79-30%)	HP:0000112	Nephropathy	D007674
419	Hyperprolinemia type 1	Occasional (29-5%)	HP:0001250	Seizures	D004827
419	Hyperprolinemia type 1	Occasional (29-5%)	HP:0001250	Seizures	D012640
419	Hyperprolinemia type 1	Frequent (79-30%)	HP:0003137	Prolinuria	
419	Hyperprolinemia type 1	Frequent (79-30%)	HP:0008358	Hyperprolinemia	
419	Hyperprolinemia type 1	Occasional (29-5%)	HP:0100753	Schizophrenia	D012559
424	Familial hyperthyroidism due to mutations in TSH receptor	Very rare (<4-1%)	HP:0000520	Proptosis	D005094
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0000713	Agitation	
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0000752	Hyperactivity	D006948
424	Familial hyperthyroidism due to mutations in TSH receptor	Obligate (100%)	HP:0000836	Hyperthyroidism	D006980
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0000853	Goiter	D006042
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0001263	Global developmental delay	
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0001270	Motor delay	
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0001518	Small for gestational age	D007230
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0001673	obsolete Tachycardia (with pheochromocytoma)	
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0001824	Weight loss	D015431
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0002014	Diarrhea	D003967
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0002360	Sleep disturbance	
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0002378	Hand tremor	
424	Familial hyperthyroidism due to mutations in TSH receptor	Frequent (79-30%)	HP:0005616	Accelerated skeletal maturation	
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0008249	Thyroid hyperplasia	
424	Familial hyperthyroidism due to mutations in TSH receptor	Very frequent (99-80%)	HP:0011784	Thyrotoxicosis with diffuse goiter	
424	Familial hyperthyroidism due to mutations in TSH receptor	Obligate (100%)	HP:0011790	Activating thyroid-stimulating hormone receptor defect	
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0000622	Blurred vision	
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0000991	Xanthomatosis	D014973
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0001392	Abnormality of the liver	D008107
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0001744	Splenomegaly	D013163
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0001903	Anemia	D000740
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0002716	Lymphadenopathy	D000072281
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0003233	Hypoalphalipoproteinemia	D052456
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0003457	EMG abnormality	
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0004374	Hemiplegia/hemiparesis	
425	Apolipoprotein A-I deficiency	Frequent (79-30%)	HP:0007957	Corneal opacity	D003318
427	Familial hypoaldosteronism	Frequent (79-30%)	HP:0001254	Lethargy	D053609
427	Familial hypoaldosteronism	Frequent (79-30%)	HP:0001278	Orthostatic hypotension	D007024
427	Familial hypoaldosteronism	Frequent (79-30%)	HP:0002014	Diarrhea	D003967
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0000121	Nephrocalcinosis	D009397
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0000648	Optic atrophy	D009896
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0000708	Behavioral abnormality	D000066553
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0000708	Behavioral abnormality	D001526
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0000712	Emotional lability	
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0000716	Depression	D003866
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0000739	Anxiety	D001007
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0000958	Dry skin	
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0000964	Eczema	D004485
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0001231	Abnormality of the fingernails	
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0001596	Alopecia	D000505
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0001597	Abnormality of the nail	D009260
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0001597	Abnormality of the nail	D009264
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0001635	Congestive heart failure	D006333
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0002027	Abdominal pain	D015746
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0002150	Hypercalciuria	D053565
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0002356	Writer's cramp	D020821
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0002516	Increased intracranial pressure	D019586
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0002615	Hypotension	D007022
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0002793	Abnormal pattern of respiration	
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0002901	Hypocalcemia	D006996
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0002905	Hyperphosphatemia	D054559
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0002917	Hypomagnesemia	
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0003401	Paresthesia	D010292
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0003457	EMG abnormality	
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0003473	Fatigable weakness	
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0004349	Reduced bone mineral density	
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0004372	Reduced consciousness/confusion	
428	Autosomal dominant hypocalcemia	Occasional (29-5%)	HP:0007400	Irregular hyperpigmentation	
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0011675	Arrhythmia	C562490
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0011675	Arrhythmia	D001145
428	Autosomal dominant hypocalcemia	Frequent (79-30%)	HP:0012608	Hypermagnesiuria	
428	Autosomal dominant hypocalcemia	Very frequent (99-80%)	HP:0040148	Cortical myoclonus	
429	Hypochondroplasia	Occasional (29-5%)	HP:0000256	Macrocephaly	
429	Hypochondroplasia	Frequent (79-30%)	HP:0000944	Abnormality of the metaphysis	
429	Hypochondroplasia	Very frequent (99-80%)	HP:0001156	Brachydactyly	D059327
429	Hypochondroplasia	Occasional (29-5%)	HP:0001249	Intellectual disability	D008607
429	Hypochondroplasia	Very frequent (99-80%)	HP:0001831	Short toe	
429	Hypochondroplasia	Frequent (79-30%)	HP:0002644	Abnormality of pelvic girdle bone morphology	
429	Hypochondroplasia	Occasional (29-5%)	HP:0002650	Scoliosis	D013121
429	Hypochondroplasia	Very frequent (99-80%)	HP:0002652	Skeletal dysplasia	D010009
429	Hypochondroplasia	Occasional (29-5%)	HP:0002758	Osteoarthritis	D010003
429	Hypochondroplasia	Frequent (79-30%)	HP:0002823	Abnormality of femur morphology	
429	Hypochondroplasia	Frequent (79-30%)	HP:0002970	Genu varum	D056305
429	Hypochondroplasia	Very frequent (99-80%)	HP:0002983	Micromelia	
429	Hypochondroplasia	Occasional (29-5%)	HP:0003307	Hyperlordosis	D008141
429	Hypochondroplasia	Very frequent (99-80%)	HP:0003312	Abnormal form of the vertebral bodies	
429	Hypochondroplasia	Occasional (29-5%)	HP:0003416	Spinal canal stenosis	
429	Hypochondroplasia	Frequent (79-30%)	HP:0005692	Joint hyperflexibility	
429	Hypochondroplasia	Occasional (29-5%)	HP:0006487	Bowing of the long bones	
429	Hypochondroplasia	Frequent (79-30%)	HP:0009811	Abnormality of the elbow	
429	Hypochondroplasia	Occasional (29-5%)	HP:0010535	Sleep apnea	D012891
429	Hypochondroplasia	Very frequent (99-80%)	HP:0011405	Childhood onset short-limb short stature	
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000002	Abnormality of body height	
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000013	Hypoplasia of the uterus	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000026	Male hypogonadism	D005058
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000027	Azoospermia	D053713
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000028	Cryptorchidism	D003456
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000044	Hypogonadotrophic hypogonadism	D007006
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000054	Micropenis	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000118	Phenotypic abnormality	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000134	Female hypogonadism	
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0000164	Abnormality of the dentition	D014071
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0000175	Cleft palate	D002972
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0000316	Hypertelorism	D006972
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000716	Depression	D003866
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000739	Anxiety	D001007
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000771	Gynecomastia	D006177
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000786	Primary amenorrhea	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0000802	Impotence	D007172
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000823	Delayed puberty	D011628
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000869	Secondary amenorrhea	
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000938	Osteopenia	D001851
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0000939	Osteoporosis	D010024
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0001608	Abnormality of the voice	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0002231	Sparse body hair	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0002750	Delayed skeletal maturation	
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0002761	Generalized joint laxity	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0003187	Breast hypoplasia	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0003782	Eunuchoid habitus	
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0005280	Depressed nasal bridge	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0006610	Wide intermamillary distance	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0008187	Absence of secondary sex characteristics	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0008197	Absence of pubertal development	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0008230	Decreased testosterone in males	
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0008527	Congenital sensorineural hearing impairment	
432	Normosmic congenital hypogonadotropic hypogonadism	Frequent (79-30%)	HP:0008724	Hypoplasia of the ovary	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0008734	Decreased testicular size	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0011961	Non-obstructive azoospermia	
432	Normosmic congenital hypogonadotropic hypogonadism	Occasional (29-5%)	HP:0012385	Camptodactyly	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0030019	Increased female libido	
432	Normosmic congenital hypogonadotropic hypogonadism	Very frequent (99-80%)	HP:0040171	Decreased serum testosterone level	
435	Ito hypomelanosis	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
435	Ito hypomelanosis	Very frequent (99-80%)	HP:0001250	Seizures	D012640
435	Ito hypomelanosis	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
436	Hypophosphatasia	Frequent (79-30%)	HP:0001250	Seizures	D012640
436	Hypophosphatasia	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
440	Familial hypospadias	Very frequent (99-80%)	HP:0000047	Hypospadias	
442	Congenital hypothyroidism	Occasional (29-5%)	HP:0000365	Hearing impairment	D003638
442	Congenital hypothyroidism	Occasional (29-5%)	HP:0000365	Hearing impairment	D034381
442	Congenital hypothyroidism	Frequent (79-30%)	HP:0000458	Anosmia	D000857
442	Congenital hypothyroidism	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
442	Congenital hypothyroidism	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
442	Congenital hypothyroidism	Very frequent (99-80%)	HP:0002019	Constipation	D003248
442	Congenital hypothyroidism	Frequent (79-30%)	HP:0002045	Hypothermia	D007035
442	Congenital hypothyroidism	Occasional (29-5%)	HP:0003401	Paresthesia	D010292
444	Marie Unna hereditary hypotrichosis	Very frequent (99-80%)	HP:0001596	Alopecia	D000505
444	Marie Unna hereditary hypotrichosis	Very frequent (99-80%)	HP:0002208	Coarse hair	
444	Marie Unna hereditary hypotrichosis	Very frequent (99-80%)	HP:0002209	Sparse scalp hair	
444	Marie Unna hereditary hypotrichosis	Very frequent (99-80%)	HP:0100840	Aplasia/Hypoplasia of the eyebrow	
444	Marie Unna hereditary hypotrichosis	Very frequent (99-80%)	HP:0200102	Sparse or absent eyelashes	
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0000980	Pallor	D010167
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001324	Muscle weakness	D018908
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001658	Myocardial infarction	D009203
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001681	Angina pectoris	D000787
447	Paroxysmal nocturnal hemoglobinuria	Very frequent (99-80%)	HP:0001876	Pancytopenia	D010198
447	Paroxysmal nocturnal hemoglobinuria	Very frequent (99-80%)	HP:0001878	Hemolytic anemia	D000743
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001892	Abnormal bleeding	
447	Paroxysmal nocturnal hemoglobinuria	Frequent (79-30%)	HP:0001907	Thromboembolism	D013923
447	Paroxysmal nocturnal hemoglobinuria	Frequent (79-30%)	HP:0001907	Thromboembolism	D016769
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001908	Hypoplastic anemia	D000741
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001915	Aplastic anemia	D000741
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0001977	Abnormal thrombosis	
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002015	Dysphagia	D003680
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002027	Abdominal pain	D015746
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002092	Pulmonary arterial hypertension	D006976
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002092	Pulmonary arterial hypertension	D065627
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002204	Pulmonary embolism	D011655
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002326	Transient ischemic attack	D002546
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0002863	Myelodysplasia	D009190
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0003641	Hemoglobinuria	D006456
447	Paroxysmal nocturnal hemoglobinuria	Very rare (<4-1%)	HP:0004808	Acute myeloid leukemia	D015470
447	Paroxysmal nocturnal hemoglobinuria	Frequent (79-30%)	HP:0005528	Bone marrow hypocellularity	
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0012211	Abnormal renal physiology	
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0012378	Fatigue	D005221
447	Paroxysmal nocturnal hemoglobinuria	Occasional (29-5%)	HP:0012492	Cerebral artery stenosis	
447	Paroxysmal nocturnal hemoglobinuria	Frequent (79-30%)	HP:0100724	Hypercoagulability	D019851
452	X-linked lissencephaly with abnormal genitalia	Very frequent (99-80%)	HP:0000028	Cryptorchidism	D003456
452	X-linked lissencephaly with abnormal genitalia	Very frequent (99-80%)	HP:0000062	Ambiguous genitalia	D012734
452	X-linked lissencephaly with abnormal genitalia	Very frequent (99-80%)	HP:0000252	Microcephaly	
452	X-linked lissencephaly with abnormal genitalia	Occasional (29-5%)	HP:0000347	Micrognathia	D008844
452	X-linked lissencephaly with abnormal genitalia	Frequent (79-30%)	HP:0000966	Hypohidrosis	D007007
452	X-linked lissencephaly with abnormal genitalia	Very frequent (99-80%)	HP:0001249	Intellectual disability	D008607
452	X-linked lissencephaly with abnormal genitalia	Very frequent (99-80%)	HP:0001250	Seizures	D004827
